92	0
280	0
117	0
55	0
88	0
334	0
226	0
167	0
271	0
101	0
192	0
238	0
296	0
288	0
188	0
267	0
242	0
301	0
209	0
21	0
276	0
76	0
338	0
13	0
321	0
67	0
355	0
138	0
363	0
46	0
251	0
263	0
217	0
80	0
109	0
180	0
230	379
126	0
5	383
163	0
259	0
121	0
38	0
184	0
63	0
255	0
351	0
305	0
26	371
213	0
105	0
196	0
146	0
330	0
246	0
155	0
346	0
284	0
292	0
1	0
201	0
9	0
176	0
142	0
221	0
171	0
84	367
113	0
317	0
71	0
205	0
326	0
309	0
342	0
42	0
151	0
359	0
59	0
159	0
96	0
130	375
34	0
30	0
51	0
17	0
313	0
134	0
234	0
343	0
318	0
10	0
185	0
60	0
106	0
302	0
147	372
335	0
89	0
222	0
35	0
252	0
277	0
360	0
139	0
110	0
272	0
331	0
264	0
206	0
218	0
135	0
210	0
22	0
177	0
327	0
306	0
239	0
118	0
364	0
202	0
235	0
310	368
114	0
314	0
64	0
247	0
347	0
164	0
6	0
231	0
243	0
2	0
227	0
68	0
52	0
56	0
281	0
297	0
27	0
18	0
85	376
189	0
193	0
293	0
160	0
143	0
256	0
77	0
81	0
122	384
352	0
39	0
322	0
168	0
127	0
289	0
93	0
356	0
181	0
97	0
339	0
47	0
197	0
31	0
152	0
102	0
285	0
172	380
72	0
260	0
14	0
214	0
156	0
268	0
131	0
43	0
228	0
294	0
86	0
219	0
165	0
148	0
223	0
161	0
203	0
311	0
211	0
136	0
73	0
273	0
19	0
261	0
265	0
15	0
57	0
90	0
169	0
340	0
103	0
307	0
78	0
365	0
328	0
344	0
244	0
303	0
128	0
207	0
98	0
3	0
119	0
144	0
298	0
123	0
65	0
140	0
315	0
190	0
332	0
240	0
107	0
198	0
11	0
286	0
7	0
290	0
361	373
178	0
53	0
173	0
94	377
23	0
40	0
353	0
257	0
253	0
157	0
36	0
186	0
269	0
236	0
348	385
194	0
132	0
32	0
115	0
282	0
319	0
336	381
323	0
215	369
232	0
248	0
69	0
153	0
357	0
111	0
82	0
278	0
48	0
44	0
61	0
182	0
28	0
24	0
254	0
54	0
208	0
99	382
145	0
166	0
137	0
91	0
74	0
87	0
299	0
337	0
291	0
354	0
49	0
341	0
141	0
95	0
199	0
4	0
158	0
124	0
320	0
79	0
129	0
324	0
12	0
37	0
245	0
241	0
304	0
45	0
270	0
41	0
316	374
191	0
237	0
154	0
174	0
249	0
120	0
266	0
70	0
329	0
287	0
8	0
133	386
279	0
179	0
187	0
83	0
229	0
258	0
216	0
149	0
295	0
204	0
116	0
58	0
308	0
366	0
262	0
170	0
362	0
33	0
62	0
20	0
16	0
195	0
29	378
112	0
183	0
104	0
220	0
162	0
274	0
212	0
233	0
358	0
108	0
349	370
283	0
333	0
66	0
224	0
312	0
345	0
75	275
25	200
175	225
50	300
125	250
150	350
100	325
