76	0
259	0
201	0
138	0
280	0
38	0
142	0
5	0
176	0
238	0
121	0
330	367
151	0
230	0
213	0
84	0
117	0
80	0
296	0
34	0
21	0
284	0
1	0
26	0
246	0
167	0
242	0
71	0
326	0
301	0
226	0
205	0
363	0
9	0
276	0
234	0
334	0
251	0
42	0
155	0
338	0
88	0
59	383
188	0
163	0
305	0
13	0
51	0
355	0
17	0
126	0
342	0
288	0
63	0
134	0
255	0
346	371
351	0
109	0
217	0
67	0
113	0
146	0
263	0
101	0
221	0
105	0
209	0
267	0
130	0
55	0
309	0
192	0
46	0
180	379
271	0
30	0
196	0
159	0
92	0
359	0
321	375
313	0
317	0
292	0
171	0
184	0
96	0
331	0
318	0
97	368
360	0
110	0
210	0
39	0
31	0
102	0
239	0
297	0
218	0
160	0
135	0
231	0
35	0
252	0
77	0
89	0
72	0
6	0
68	0
327	0
222	0
314	0
18	0
322	0
156	0
289	0
164	0
10	0
352	0
364	0
277	0
181	0
310	0
114	0
293	0
56	0
139	0
247	0
202	0
347	0
227	0
147	372
235	0
2	0
272	0
281	0
189	0
152	0
206	0
339	0
43	0
214	0
47	0
335	0
343	0
60	0
122	0
285	0
106	0
256	0
52	0
168	0
64	0
85	376
22	0
143	380
268	0
306	0
131	0
356	0
81	384
93	0
197	0
177	0
264	0
27	0
243	0
14	0
127	0
185	0
302	0
172	0
118	0
260	0
193	0
7	0
290	0
211	0
157	0
148	0
253	0
69	0
173	0
357	0
178	0
315	0
219	0
236	0
140	0
57	0
232	0
307	0
198	0
190	0
94	0
107	0
111	373
278	0
319	0
82	0
323	0
153	0
40	0
123	0
132	0
265	0
36	0
161	0
311	0
207	0
182	0
115	0
223	0
248	0
19	0
65	369
365	0
53	0
203	0
215	0
48	0
15	0
348	0
228	0
244	0
257	0
165	0
273	0
240	0
344	0
11	0
186	0
336	0
332	0
269	0
90	0
353	0
261	0
136	377
294	0
144	0
303	385
328	0
3	0
44	0
103	0
169	0
28	0
298	0
32	0
73	0
286	0
86	0
61	0
282	381
78	0
340	0
98	0
128	0
361	0
194	0
119	0
23	0
254	0
349	0
104	0
141	0
99	0
266	0
37	0
179	0
45	0
224	0
120	0
49	0
337	0
66	0
366	0
291	0
245	0
341	0
212	0
112	0
220	0
162	0
95	0
283	0
108	0
312	0
54	370
70	0
249	0
33	0
4	0
124	0
241	0
279	0
74	0
333	0
183	0
233	0
116	0
195	0
345	0
258	0
58	0
270	0
308	0
170	0
287	0
79	0
149	0
199	0
166	0
304	0
208	0
299	0
158	378
137	0
145	0
129	0
83	0
154	0
324	0
216	0
274	0
20	0
316	0
87	0
8	0
320	0
262	0
295	0
354	0
187	0
41	386
12	0
62	0
229	0
24	0
91	382
204	0
174	374
237	0
362	0
16	0
29	0
358	0
133	0
191	0
329	0
150	300
25	275
50	225
125	250
100	350
75	325
175	200
